,Unnamed: 0,budget,imdb_id,revenue,Actors,Country,Director,Genre,IMDB Rating,IMDB Votes,Language,Production,Rated,Released,Runtime,Title,Year,imdbID
202,202,30000000,tt3783958,445435700,"Ryan Gosling, Emma Stone, Ami?e Conn, Terry Walters","USA, Hong Kong",Damien Chazelle,"Comedy, Drama, Music",8.2,"314,638",English,Liongate Films,PG-13,25-Dec-16,128 min,La La Land,2016,tt3783958
203,203,40000000,tt2119532,175302354,"Andrew Garfield, Richard Pyros, Jacob Warner, Milo Gibson","Australia, USA",Mel Gibson,"Biography, Drama, History",8.2,"267,993","English, Japanese",Summit Entertainment,R,4-Nov-16,139 min,Hacksaw Ridge,2016,tt2119532
204,204,178000000,tt3385516,543934787,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult",USA,Bryan Singer,"Action, Adventure, Sci-Fi",7,"297,398","English, Polish, German, Arabic, Egyptian (Ancient)",20th Century Fox,PG-13,27-May-16,144 min,X-Men: Apocalypse,2016,tt3385516
205,205,175000000,tt1386697,745600054,"Will Smith, Jaime FitzSimons, Ike Barinholtz, Margot Robbie",USA,David Ayer,"Action, Adventure, Fantasy",6.2,"438,773","English, Japanese, Spanish",Warner Bros. Pictures,PG-13,5-Aug-16,123 min,Suicide Squad,2016,tt1386697
206,206,110000000,tt1355644,303144152,"Jennifer Lawrence, Chris Pratt, Michael Sheen, Laurence Fishburne",USA,Morten Tyldum,"Adventure, Drama, Romance",7,"239,604",English,Columbia Pictures,PG-13,21-Dec-16,116 min,Passengers,2016,tt1355644
207,207,110000000,tt3410834,179246868,"Shailene Woodley, Theo James, Naomi Watts, Octavia Spencer",USA,Robert Schwentke,"Action, Adventure, Mystery",5.7,"77,001",English,Lionsgate,PG-13,18-Mar-16,120 min,Allegiant,2016,tt3410834
208,208,110000000,tt1935859,296485719,"Eva Green, Asa Butterfield, Samuel L. Jackson, Judi Dench","UK, Belgium, USA",Tim Burton,"Adventure, Drama, Family",6.7,"117,083",English,20th Century Fox,PG-13,30-Sep-16,127 min,Miss Peregrine's Home for Peculiar Children,2016,tt1935859
209,209,20000000,tt2674426,207945075,"Sam Claflin, Vanessa Kirby, Emilia Clarke, Eileen Dunwoodie","UK, USA",Thea Sharrock,"Drama, Romance",7.4,"130,233","English, French",Warner Bros. Pictures,PG-13,3-Jun-16,106 min,Me Before You,2016,tt2674426
210,210,85000000,tt0343737,59908565,"Matt Damon, Angelina Jolie, Alec Baldwin, Tammy Blanchard",USA,Robert De Niro,"Drama, History, Thriller",6.7,"90,420","English, Spanish, Russian, German, Lingala",Universal Pictures,R,22-Dec-06,167 min,The Good Shepherd,2006,tt0343737
211,211,45000000,tt0454848,184376254,"Denzel Washington, Clive Owen, Jodie Foster, Christopher Plummer",USA,Spike Lee,"Crime, Drama, Mystery",7.6,"290,988","English, Albanian, Spanish",Universal Pictures,R,24-Mar-06,129 min,Inside Man,2006,tt0454848
212,212,75000000,tt0385880,140175006,"Ryan Newman, Steve Buscemi, Mitchel Musso, Catherine O'Hara",USA,Gil Kenan,"Animation, Adventure, Comedy",6.6,"79,937",English,Sony Pictures Releasing,PG,21-Jul-06,91 min,Monster House,2006,tt0385880
213,213,25000000,tt0414982,117719158,"Mary Elizabeth Winstead, Ryan Merriman, Kris Lemche, Alexz Johnson","Germany, USA, Canada",James Wong,"Horror, Thriller",5.8,"110,995",English,New Line Cinema,R,10-Feb-06,93 min,Final Destination 3,2006,tt0414982
214,214,85000000,tt0413895,144000000,"Julia Roberts, Steve Buscemi, John Cleese, Oprah Winfrey","USA, Germany, Australia",Gary Winick,"Comedy, Family, Fantasy",6.3,"30,426",English,Paramount Pictures,G,15-Dec-06,97 min,Charlotte's Web,2006,tt0413895
215,215,12000000,tt0479884,42931041,"Jason Statham, Amy Smart, Jose Pablo Cantillo, Efren Ramirez",USA,"Mark Neveldine, Brian Taylor","Action, Crime, Thriller",7,"209,011","English, Spanish, Korean",Lionsgate,R,1-Sep-06,88 min,Crank,2006,tt0479884
216,216,82500000,tt0389860,237681299,"Adam Sandler, Kate Beckinsale, Christopher Walken, David Hasselhoff",USA,Frank Coraci,"Comedy, Drama, Fantasy",6.4,"264,660","English, Portuguese, Japanese",Sony Pictures Releasing,PG-13,23-Jun-06,107 min,Click,2006,tt0389860
217,217,8700000,tt0405296,7659918,"Rory Cochrane, Robert Downey Jr., Mitch Baker, Keanu Reeves",USA,Richard Linklater,"Animation, Crime, Drama",7.1,"94,907",English,Warner Independent Pictures,R,28-Jul-06,100 min,A Scanner Darkly,2006,tt0405296
218,218,50000000,tt0396171,132180323,"Ben Whishaw, Francesc Albiol, Gonzalo Cunill, Roger Salvany","Germany, France, Spain, USA",Tom Tykwer,"Crime, Drama, Fantasy",7.5,"203,382",English,Dreamworks,R,5-Jan-07,147 min,Perfume: The Story of a Murderer,2006,tt0396171
219,219,19000000,tt0457430,83258226,"Ivana Baquero, Sergi L?pez, Maribel Verd?, Doug Jones","Spain, Mexico, USA",Guillermo del Toro,"Drama, Fantasy, War",8.2,"513,909",Spanish,Picturehouse,R,19-Jan-07,118 min,Pan's Labyrinth,2006,tt0457430
220,220,270000000,tt0348150,391081192,"Brandon Routh, Kate Bosworth, Kevin Spacey, James Marsden",USA,Bryan Singer,"Action, Adventure, Sci-Fi",6.1,"250,161","English, German, French",Warner Bros. Pictures,PG-13,28-Jun-06,154 min,Superman Returns,2006,tt0348150
221,221,30000000,tt0420223,53653224,"Will Ferrell, William Dick, Guy Massey, Martha Espinoza",USA,Marc Forster,"Comedy, Drama, Fantasy",7.6,"197,514",English,Sony Pictures,PG-13,10-Nov-06,113 min,Stranger Than Fiction,2006,tt0420223
222,222,35000000,tt0414993,15304890,"Hugh Jackman, Rachel Weisz, Ellen Burstyn, Mark Margolis","USA, Canada",Darren Aronofsky,"Drama, Sci-Fi",7.3,"204,313","English, Maya",Warner Bros. Pictures,PG-13,22-Nov-06,96 min,The Fountain,2006,tt0414993
223,223,2000000,tt0405094,70000000,"Martina Gedeck, Ulrich M?he, Sebastian Koch, Ulrich Tukur",Germany,Florian Henckel von Donnersmarck,"Drama, Thriller",8.5,"286,271",German,Sony Pictures Classics,R,30-Mar-07,137 min,The Lives of Others,2006,tt0405094
224,224,85000000,tt0457939,194168700,"Cameron Diaz, Kate Winslet, Jude Law, Jack Black",USA,Nancy Meyers,"Comedy, Romance",6.9,"198,587",English,Sony Pictures,PG-13,8-Dec-06,138 min,The Holiday,2006,tt0457939
225,225,100000000,tt0366548,384335608,"Carlos Alazraqui, Lombardo Boyar, Jeffrey Garcia, Johnny A. Sanchez","USA, Australia","George Miller, Warren Coleman(co-director), Judy Morris(co-director)","Animation, Comedy, Family",6.5,"144,497",English,Warner Bros. Pictures,PG,17-Nov-06,108 min,Happy Feet,2006,tt0366548
226,226,80000000,tt0327084,343397247,"Bruce Willis, Garry Shandling, Steve Carell, Wanda Sykes",USA,"Tim Johnson, Karey Kirkpatrick","Animation, Adventure, Comedy",6.7,"136,638",English,Dreamworks,PG,19-May-06,83 min,Over the Hedge,2006,tt0327084
227,227,85000000,tt0496806,311312624,"George Clooney, Brad Pitt, Matt Damon, Michael Mantell",USA,Steven Soderbergh,"Crime, Thriller",6.9,"275,554","English, French, Spanish",Warner Bros. Pictures,PG-13,8-Jun-07,122 min,Ocean's Thirteen,2007,tt0496806
228,228,51500000,tt0765443,55112356,"Josef Altin, Mina E. Mina, Aleksandar Mikic, Sarah-Jeanne Labrosse","UK, Canada, USA",David Cronenberg,"Crime, Drama, Mystery",7.7,"202,409","English, Russian, Turkish, Ukrainian, Urdu",Focus Features,R,21-Sep-07,100 min,Eastern Promises,2007,tt0765443
229,229,20000000,tt0829482,121463226,"Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Bill Hader",USA,Greg Mottola,Comedy,7.6,"452,099",English,Sony Pictures/Columbia,R,17-Aug-07,113 min,Superbad,2007,tt0829482
230,230,60000000,tt0952640,361366633,"Jason Lee, David Cross, Cameron Richardson, Jane Lynch",USA,Tim Hill,"Animation, Comedy, Family",5.2,"62,512","English, French, Spanish, Japanese",20th Century Fox,PG,14-Dec-07,92 min,Alvin and the Chipmunks,2007,tt0952640
231,231,130000000,tt0465234,457363168,"Nicolas Cage, Justin Bartha, Diane Kruger, Jon Voight",USA,Jon Turteltaub,"Action, Adventure, Family",6.5,"193,732","English, French",Buena Vista Pictures,PG,21-Dec-07,124 min,National Treasure: Book of Secrets,2007,tt0465234
232,232,160000000,tt0413267,798958165,"Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas",USA,"Chris Miller, Raman Hui(co-director)","Animation, Adventure, Comedy",6.1,"230,822",English,Dreamworks,PG,18-May-07,93 min,Shrek the Third,2007,tt0413267
233,233,15000,tt1179904,193355800,"Katie Featherston, Micah Sloat, Mark Fredrichs, Amber Armstrong",USA,Oren Peli,"Horror, Mystery, Thriller",6.3,"196,572",English,Paramount Pictures,R,16-Oct-09,86 min,Paranormal Activity,2007,tt1179904
234,234,15000000,tt0463854,64238440,"Robert Carlyle, Rose Byrne, Jeremy Renner, Harold Perrineau","UK, Spain",Juan Carlos Fresnadillo,"Drama, Horror, Sci-Fi",7,"226,575",English,Fox Atomic,R,11-May-07,100 min,28 Weeks Later,2007,tt0463854
235,235,24000000,tt0465494,99965753,"Timothy Olyphant, Dougray Scott, Olga Kurylenko, Robert Knepper","France, USA",Xavier Gens,"Action, Crime, Drama",6.3,"147,202","English, Russian, Serbo-Croatian",Peace Arch Films,R,21-Nov-07,100 min,Hitman,2007,tt0465494
236,236,25000000,tt1028528,25037897,"Kurt Russell, Zo? Bell, Rosario Dawson, Vanessa Ferlito",USA,Quentin Tarantino,"Action, Thriller",7.1,"225,295",English,The Weinstein Co./Dimension,NOT RATED,31-May-07,113 min,Death Proof,2007,tt1028528
237,237,25000000,tt0499556,40452643,"Jet Li, Jason Statham, John Lone, Devon Aoki","USA, Canada",Philip G. Atwell,"Action, Crime, Thriller",6.3,"76,728","English, Mandarin, Japanese, Cantonese",New Glory Productions,R,24-Aug-07,103 min,War,2007,tt0499556
238,238,45000000,tt0825232,175372502,"Jack Nicholson, Morgan Freeman, Sean Hayes, Beverly Todd",USA,Rob Reiner,"Adventure, Comedy, Drama",7.4,"199,510",English,Warner Bros. Pictures,PG-13,11-Jan-08,97 min,The Bucket List,2007,tt0825232
239,239,175000000,tt0413099,173000000,"Steve Carell, Morgan Freeman, Lauren Graham, Johnny Simmons",USA,Tom Shadyac,"Comedy, Family, Fantasy",5.4,"121,795",English,Universal Pictures,PG,22-Jun-07,96 min,Evan Almighty,2007,tt0413099
240,240,12000000,tt0425112,80573774,"Simon Pegg, Martin Freeman, Bill Nighy, Robert Popper","UK, France, USA",Edgar Wright,"Action, Comedy",7.9,"386,280",English,Rogue Pictures/Focus Features,R,20-Apr-07,121 min,Hot Fuzz,2007,tt0425112
241,241,150000000,tt0389790,287594577,"Jerry Seinfeld, Ren?e Zellweger, Matthew Broderick, Patrick Warburton","USA, Australia","Simon J. Smith, Steve Hickner","Animation, Adventure, Comedy",6.1,"115,716",English,Paramount Pictures,PG,2-Nov-07,91 min,Bee Movie,2007,tt0389790
242,242,30000000,tt0478311,219076518,"Seth Rogen, Katherine Heigl, Paul Rudd, Leslie Mann",USA,Judd Apatow,"Comedy, Romance",7,"314,421",English,Universal,R,1-Jun-07,129 min,Knocked Up,2007,tt0478311
243,243,15000000,tt0427309,30226144,"Denzel Washington, Nate Parker, Jurnee Smollett-Bell, Denzel Whitaker",USA,Denzel Washington,"Biography, Drama, Romance",7.6,"50,322",English,N/A,PG-13,25-Dec-07,126 min,The Great Debaters,2007,tt0427309
244,244,145000000,tt0859163,401128639,"Brendan Fraser, Jet Li, Maria Bello, John Hannah","USA, Germany, China",Rob Cohen,"Action, Adventure, Fantasy",5.2,"128,808","English, Mandarin, Sanskrit",Universal Pictures,PG-13,1-Aug-08,112 min,The Mummy: Tomb of the Dragon Emperor,2008,tt0859163
245,245,150000000,tt0479952,603900354,"Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith",USA,"Eric Darnell, Tom McGrath","Animation, Action, Adventure",6.7,"162,730","English, Italian",Paramount Studios,PG,7-Nov-08,89 min,Madagascar: Escape 2 Africa,2008,tt0479952
246,246,37000000,tt0887883,163720069,"George Clooney, Frances McDormand, Brad Pitt, John Malkovich","USA, UK, France","Ethan Coen, Joel Coen","Comedy, Crime, Drama",7,"265,535",English,Focus Features,R,12-Sep-08,96 min,Burn After Reading,2008,tt0887883
247,247,150000000,tt0448157,624029371,"Will Smith, Charlize Theron, Jason Bateman, Jae Head",USA,Peter Berg,"Action, Crime, Drama",6.4,"376,364","English, Japanese",Columbia Pictures,PG-13,2-Jul-08,92 min,Hancock,2008,tt0448157
248,248,15000000,tt0780536,34533783,"Elizabeth Berrington, Rudy Blomme, Olivier Bonjour, Mark Donovan","UK, USA",Martin McDonagh,"Comedy, Crime, Drama",7.9,"329,982",English,Focus Features,R,29-Feb-08,107 min,In Bruges,2008,tt0780536
249,249,30000000,tt1129442,108979549,"Jason Statham, Natalya Rudakova, Fran?ois Berl?and, Robert Knepper",France,Olivier Megaton,"Action, Adventure, Crime",6.1,"136,594","English, French, Ukrainian, Russian, Hungarian",Lionsgate Films,PG-13,26-Nov-08,104 min,Transporter 3,2008,tt1129442
250,250,25000000,tt0936501,226830568,"Liam Neeson, Maggie Grace, Leland Orser, Jon Gries",France,Pierre Morel,"Action, Crime, Thriller",7.8,"510,548","English, French, Albanian, Arabic",20th Century Fox,PG-13,30-Jan-09,93 min,Taken,2008,tt0936501
251,251,10800000,tt1132626,113857533,"Tobin Bell, Costas Mandylor, Scott Patterson, Betsy Russell","USA, Canada",David Hackl,"Horror, Mystery",5.8,"97,230",English,Lionsgate,R,24-Oct-08,92 min,Saw V,2008,tt1132626
252,252,35000000,tt0478087,69823199,"Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo",USA,Robert Luketic,"Crime, Drama, Thriller",6.8,"201,826",English,Sony/Columbia Pictures,PG-13,28-Mar-08,123 min,21,2008,tt0478087
253,253,92000000,tt0942385,188072649,"Jeff Kahn, Robert Downey Jr., Anthony Ruivivar, Jack Black","USA, UK, Germany",Ben Stiller,"Action, Comedy",7,"328,078","English, Mandarin",DreamWorks/Paramount Studios,R,13-Aug-08,107 min,Tropic Thunder,2008,tt0942385
254,254,50000000,tt0462499,113244290,"Sylvester Stallone, Julie Benz, Matthew Marsden, Graham McTavish","Germany, USA",Sylvester Stallone,"Action, Thriller, War",7,"190,285","English, Burmese, Thai",Lionsgate,R,25-Jan-08,92 min,Rambo,2008,tt0462499
255,255,230000,tt1172570,2260712,"Tom Hardy, Kelly Adams, Luing Andrews, Katy Barker",UK,Nicolas Winding Refn,"Action, Biography, Crime",7.1,"97,996",English,Magnolia Pictures,R,13-Mar-09,92 min,Bronson,2008,tt1172570
256,256,80000000,tt0970416,233093859,"Keanu Reeves, Jennifer Connelly, Kathy Bates, Jaden Smith","USA, Canada",Scott Derrickson,"Drama, Sci-Fi, Thriller",5.5,"147,016","English, Mandarin",20th Century Fox,PG-13,12-Dec-08,104 min,The Day the Earth Stood Still,2008,tt0970416
257,257,15000000,tt1010048,377910544,"Dev Patel, Saurabh Shukla, Anil Kapoor, Raj Zutshi","UK, France, USA","Danny Boyle, Loveleen Tandan(co-director)",Drama,8,"692,662","English, Hindi, French",Fox Searchlight Pictures,R,25-Dec-08,120 min,Slumdog Millionaire,2008,tt1010048
258,258,150000000,tt0397892,309979994,"John Travolta, Miley Cyrus, Susie Essman, Mark Walton",USA,"Byron Howard, Chris Williams","Animation, Adventure, Comedy",6.9,"159,326",English,Walt Disney Pictures,PG,21-Nov-08,96 min,Bolt,2008,tt0397892
259,259,30000000,tt0800039,105173115,"Jason Segel, Kristen Bell, Mila Kunis, Russell Brand",USA,Nicholas Stoller,"Comedy, Drama, Romance",7.2,"230,905","English, Hawaiian, German, Japanese",Universal Pictures,R,18-Apr-08,111 min,Forgetting Sarah Marshall,2008,tt0800039
260,260,22000000,tt0988047,23530831,"Don Cheadle, Guy Pearce, Sa?d Taghmaoui, Neal McDonough",USA,Jeffrey Nachmanoff,"Action, Crime, Drama",7,"51,088","English, Arabic",Overture Films,PG-13,27-Aug-08,114 min,Traitor,2008,tt0988047
261,261,30000000,tt0443701,68369434,"David Duchovny, Gillian Anderson, Amanda Peet, Billy Connolly","USA, Canada",Chris Carter,"Drama, Mystery, Sci-Fi",5.9,"81,841","English, Russian, Czech",20th Century Fox,PG-13,25-Jul-08,104 min,The X Files: I Want to Believe,2008,tt0443701
262,262,100000000,tt0844471,242988466,"Bill Hader, Anna Faris, James Caan, Andy Samberg",USA,"Phil Lord, Christopher Miller","Animation, Adventure, Comedy",7,"168,268","English, French, Russian",Sony Pictures,PG,18-Sep-09,90 min,Cloudy with a Chance of Meatballs,2009,tt0844471
263,263,30000000,tt0472033,48428063,"Christopher Plummer, Martin Landau, John C. Reilly, Crispin Glover",USA,Shane Acker,"Animation, Action, Adventure",7.1,"117,771",English,Focus Features,PG-13,9-Sep-09,79 min,9,2009,tt0472033
264,264,200000000,tt1067106,325233863,"Jim Carrey, Steve Valentine, Daryl Sabara, Sage Ryan",USA,Robert Zemeckis,"Animation, Drama, Family",6.8,"80,989",English,Walt Disney Studios,PG,6-Nov-09,96 min,A Christmas Carol,2009,tt1067106
265,265,11000000,tt1233227,68233629,"Tobin Bell, Costas Mandylor, Mark Rolston, Betsy Russell","Canada, USA, UK, Australia",Kevin Greutert,"Horror, Mystery",6,"83,692",English,Lionsgate,R,23-Oct-09,90 min,Saw VI,2009,tt1233227
266,266,23600000,tt1156398,102391382,"Jesse Eisenberg, Woody Harrelson, Emma Stone, Abigail Breslin",USA,Ruben Fleischer,"Adventure, Comedy, Horror",7.7,"420,789",English,Sony/Columbia Pictures,R,2-Oct-09,88 min,Zombieland,2009,tt1156398
267,267,53000000,tt1197624,126690726,"Jamie Foxx, Gerard Butler, Colm Meaney, Bruce McGill",USA,F. Gary Gray,"Crime, Drama, Thriller",7.4,"233,075",English,Overture Films,R,16-Oct-09,109 min,Law Abiding Citizen,2009,tt1197624
268,268,105000000,tt0780521,267045765,"Anika Noni Rose, Bruno Campos, Keith David, Michael-Leon Wooley",USA,"Ron Clements, John Musker","Animation, Adventure, Comedy",7.1,"98,242","English, French",Walt Disney Pictures,G,11-Dec-09,97 min,The Princess and the Frog,2009,tt0780521
269,269,19000000,tt0758746,91379051,"Jared Padalecki, Danielle Panabaker, Amanda Righetti, Travis Van Winkle",USA,Marcus Nispel,Horror,5.6,"80,992","English, Ukrainian",Warner Bros. Pictures/New Line/Paramount,R,13-Feb-09,97 min,Friday the 13th,2009,tt0758746
270,270,80000000,tt0986263,122444772,"Bruce Willis, Radha Mitchell, Rosamund Pike, Boris Kodjoe",USA,Jonathan Mostow,"Action, Sci-Fi, Thriller",6.3,"157,652",English,Touchstone Pictures,PG-13,25-Sep-09,89 min,Surrogates,2009,tt0986263
271,271,20000000,tt1121931,34560577,"Jason Statham, Amy Smart, Dwight Yoakam, Efren Ramirez",USA,"Mark Neveldine, Brian Taylor","Action, Crime, Thriller",6.2,"121,835",English,Lionsgate,R,17-Apr-09,96 min,Crank: High Voltage,2009,tt1121931
272,272,13000000,tt1132620,109421911,"Michael Nyqvist, Noomi Rapace, Lena Endre, Sven-Bertil Taube","Sweden, Denmark, Germany, Norway",Niels Arden Oplev,"Drama, Mystery, Thriller",7.8,"185,326","Swedish, English",Music Box Films,R,30-Apr-10,152 min,The Girl with the Dragon Tattoo,2009,tt1132620
273,273,14000000,tt0971209,22852638,"Steve Zahn, Timothy Olyphant, Milla Jovovich, Kiele Sanchez",USA,David Twohy,"Adventure, Mystery, Thriller",6.5,"59,744",English,Universal Pictures,R,7-Aug-09,98 min,A Perfect Getaway,2009,tt0971209
274,274,38000000,tt1142988,205298907,"Katherine Heigl, Gerard Butler, Bree Turner, Eric Winter",USA,Robert Luketic,"Comedy, Romance",6.5,"176,748",English,Sony/Columbia Pictures,R,24-Jul-09,96 min,The Ugly Truth,2009,tt1142988
275,275,175000000,tt1046173,302469017,"Adewale Akinnuoye-Agbaje, Christopher Eccleston, Gr?gory Fitoussi, Joseph Gordon-Levitt","USA, Czech Republic",Stephen Sommers,"Action, Adventure, Sci-Fi",5.8,"183,240","English, French, Scottish Gaelic",Paramount Pictures,PG-13,7-Aug-09,118 min,G.I. Joe: The Rise of Cobra,2009,tt1046173
276,276,35000000,tt0834001,91353501,"Michael Sheen, Bill Nighy, Rhona Mitra, Steven Mackintosh","USA, New Zealand",Patrick Tatopoulos,"Action, Adventure, Fantasy",6.6,"132,980",English,Sony Pictures/Screen Gems,R,23-Jan-09,92 min,Underworld: Rise of the Lycans,2009,tt0834001
277,277,7000000,tt1019452,31430334,"Michael Stuhlbarg, Richard Kind, Fred Melamed, Sari Lennick","USA, UK, France","Ethan Coen, Joel Coen","Comedy, Drama",7,"110,545","English, Yiddish, Hebrew",Focus Features,R,6-Nov-09,106 min,A Serious Man,2009,tt1019452
278,278,15000000,tt0881891,40105542,"Sandra Bullock, Thomas Haden Church, Bradley Cooper, Ken Jeong",USA,Phil Traill,"Comedy, Romance",4.8,"34,993","English, Spanish, French, American Sign Language",20th Century Fox,PG-13,4-Sep-09,99 min,All About Steve,2009,tt0881891
279,279,45000000,tt0775552,57881056,"Carter Jenkins, Austin Butler, Ashley Tisdale, Ashley Boettcher","USA, Canada",John Schultz,"Animation, Adventure, Comedy",5.4,"17,985",English,20th Century Fox,PG,31-Jul-09,86 min,Aliens in the Attic,2009,tt0775552
280,280,65000000,tt1231583,211780824,"Robert Downey Jr., Zach Galifianakis, Michelle Monaghan, Jamie Foxx",USA,Todd Phillips,"Comedy, Drama",6.6,"287,719","English, Spanish",Warner Bros. Pictures,R,5-Nov-10,95 min,Due Date,2010,tt1231583
281,281,200000000,tt0435761,1066969703,"Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty",USA,Lee Unkrich,"Animation, Adventure, Comedy",8.3,"605,771","English, Spanish",Walt Disney Pictures,G,18-Jun-10,103 min,Toy Story 3,2010,tt0435761
282,282,50000000,tt1212419,105197635,"C?cile De France, Thierry Neuvic, Cyndi Mayo Davis, Lisa Griffiths",USA,Clint Eastwood,"Drama, Fantasy",6.5,"83,541","English, French",Warner Bros. Pictures,PG-13,22-Oct-10,129 min,Hereafter,2010,tt1212419
283,283,80000000,tt1320253,274470394,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren",USA,Sylvester Stallone,"Action, Adventure, Thriller",6.5,"289,414","English, Spanish",Lionsgate Films,R,13-Aug-10,103 min,The Expendables,2010,tt1320253
284,284,26000000,tt1038686,67918658,"Paul Bettany, Lucas Black, Tyrese Gibson, Adrianne Palicki",USA,Scott Stewart,"Action, Fantasy, Horror",5.2,"86,072",English,Screen Gems,R,22-Jan-10,100 min,Legion,2010,tt1038686
285,285,60000000,tt0879870,204594016,"Julia Roberts, I. Gusti Ayu Puspawati, Hadi Subiyanto, Billy Crudup",USA,Ryan Murphy,"Drama, Romance",5.7,"70,211","English, Italian, Portuguese",Sony Pictures,PG-13,13-Aug-10,133 min,Eat Pray Love,2010,tt0879870
286,286,130000000,tt1001526,321887208,"Will Ferrell, Brad Pitt, Tina Fey, Jonah Hill",USA,Tom McGrath,"Animation, Action, Comedy",7.3,"188,324",English,Paramount Studios/DWA,PG,5-Nov-10,95 min,Megamind,2010,tt1001526
287,287,1500000,tt1591095,97009150,"Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye","USA, Canada, UK",James Wan,"Horror, Mystery, Thriller",6.8,"226,780",English,FilmDistrict,PG-13,1-Apr-11,103 min,Insidious,2010,tt1591095
288,288,40000000,tt1424381,126248813,"Adrien Brody, Topher Grace, Alice Braga, Walton Goggins",USA,Nimr?d Antal,"Action, Adventure, Sci-Fi",6.4,"183,650","English, Spanish, Russian",20th Century Fox,R,9-Jul-10,107 min,Predators,2010,tt1424381
289,289,150000000,tt0963966,215283742,"Nicolas Cage, Jay Baruchel, Alfred Molina, Teresa Palmer",USA,Jon Turteltaub,"Action, Adventure, Family",6.1,"133,689","English, Cantonese, Ukrainian",Walt Disney Studios,PG,14-Jul-10,109 min,The Sorcerer's Apprentice,2010,tt0963966
290,290,18000000,tt1542344,35692920,"James Franco, Kate Mara, Amber Tamblyn, Sean Bott","USA, UK, France",Danny Boyle,"Adventure, Biography, Drama",7.6,"300,570","English, Italian",Fox Searchlight,R,28-Jan-11,94 min,127 Hours,2010,tt1542344
291,291,25000000,tt0964517,93617009,"Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo",USA,David O. Russell,"Biography, Drama, Sport",7.8,"295,630",English,Paramount Pictures,R,17-Dec-10,116 min,The Fighter,2010,tt0964517
292,292,110000000,tt0944835,293329073,"Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski",USA,Phillip Noyce,"Action, Crime, Mystery",6.4,"260,772","English, Russian, Korean",Sony Pictures,PG-13,23-Jul-10,100 min,Salt,2010,tt0944835
293,293,6000000,tt1436045,17555141,"K?ji Yakusho, Takayuki Yamada, Y?suke Iseya, Ikki Sawamura","Japan, UK",Takashi Miike,"Action, Adventure, Drama",7.6,"54,281",Japanese,Magnet Releasing,R,25-Sep-10,141 min,13 Assassins,2010,tt1436045
294,294,15000000,tt1504320,414211549,"Colin Firth, Helena Bonham Carter, Derek Jacobi, Robert Portal","UK, USA, Australia",Tom Hooper,"Biography, Drama",8,"547,819",English,The Weinstein Company,R,25-Dec-10,118 min,The King's Speech,2010,tt1504320
295,295,58000000,tt1245526,71664962,"Bruce Willis, Mary-Louise Parker, Heidi von Palleske, Karl Urban",USA,Robert Schwentke,"Action, Comedy, Crime",7.1,"254,765","English, Russian",Summit Entertainment,PG-13,15-Oct-10,111 min,RED,2010,tt1245526
296,296,60000000,tt0446029,47664559,"Michael Cera, Alison Pill, Mark Webber, Johnny Simmons","USA, UK, Canada, Japan",Edgar Wright,"Action, Comedy, Romance",7.5,"303,249",English,Universal Pictures,PG-13,13-Aug-10,112 min,Scott Pilgrim vs. the World,2010,tt0446029
297,297,165000000,tt0892791,752600867,"Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas",USA,Mike Mitchell,"Animation, Adventure, Comedy",6.3,"151,548",English,Paramount,PG,21-May-10,93 min,Shrek Forever After,2010,tt0892791
298,298,35000000,tt0905372,28128670,"Mary Elizabeth Winstead, Joel Edgerton, Ulrich Thomsen, Eric Christian Olsen","USA, Canada",Matthijs van Heijningen Jr.,"Horror, Mystery, Sci-Fi",6.2,"102,555","English, Norwegian, Danish",Universal Pictures,R,14-Oct-11,103 min,The Thing,2011,tt0905372
299,299,145000000,tt1229238,694713380,"Tom Cruise, Paula Patton, Simon Pegg, Jeremy Renner","USA, United Arab Emirates, Czech Republic",Brad Bird,"Action, Adventure, Thriller",7.4,"389,871","English, Russian, French, Arabic, Swedish",Paramount Studios,PG-13,21-Dec-11,132 min,Mission: Impossible - Ghost Protocol,2011,tt1229238
300,300,35000000,tt1499658,117000000,"Jason Bateman, Steve Wiebe, Kevin Spacey, Charlie Day",USA,Seth Gordon,"Comedy, Crime",6.9,"375,239",English,Warner Bros. Pictures,R,8-Jul-11,98 min,Horrible Bosses,2011,tt1499658
301,301,27000000,tt1219289,161849455,"Bradley Cooper, Robert De Niro, Abbie Cornish, Andrew Howard",USA,Neil Burger,"Mystery, Sci-Fi, Thriller",7.4,"455,515","English, Russian, Italian, Mandarin, French",Relativity Media,PG-13,18-Mar-11,105 min,Limitless,2011,tt1219289
