,Unnamed: 0,budget,imdb_id,revenue,Actors,Country,Director,Genre,IMDB Rating,IMDB Votes,Language,Production,Rated,Released,Runtime,Title,Year,imdbID
97,97,170000000,tt1104001,400062763,"Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner",USA,Joseph Kosinski,"Action, Adventure, Sci-Fi",6.8,"278,753",English,Walt Disney Pictures,PG,17-Dec-10,125 min,TRON: Legacy,2010,tt1104001
98,98,150000000,tt0800369,449326618,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins",USA,Kenneth Branagh,"Action, Adventure, Fantasy",7,"589,027",English,Paramount Pictures,PG-13,6-May-11,115 min,Thor,2011,tt0800369
99,99,93000000,tt1318514,482860185,"Andy Serkis, Karin Konoval, Terry Notary, Richard Ridings","USA, UK, Canada",Rupert Wyatt,"Action, Drama, Sci-Fi",7.6,"441,937","English, Sign Languages",20th Century Fox,PG-13,5-Aug-11,105 min,Rise of the Planet of the Apes,2011,tt1318514
100,100,380000000,tt1298650,1045713802,"Johnny Depp, Pen?lope Cruz, Geoffrey Rush, Ian McShane","USA, UK",Rob Marshall,"Action, Adventure, Fantasy",6.6,"410,699","English, Spanish",Walt Disney Pictures,PG-13,20-May-11,136 min,Pirates of the Caribbean: On Stranger Tides,2011,tt1298650
101,101,110000000,tt1324999,712171856,"Taylor Lautner, Gil Birmingham, Billy Burke, Sarah Clarke",USA,Bill Condon,"Adventure, Drama, Fantasy",4.9,"193,596","English, Portuguese",Summit Entertainment,PG-13,18-Nov-11,117 min,The Twilight Saga: Breaking Dawn - Part 1,2011,tt1324999
102,102,15000000,tt0780504,78054825,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks",USA,Nicolas Winding Refn,"Crime, Drama",7.8,"473,906","English, Spanish",FilmDistrict,R,16-Sep-11,100 min,Drive,2011,tt0780504
103,103,125000000,tt1201607,1342000000,"Ralph Fiennes, Michael Gambon, Alan Rickman, Daniel Radcliffe","USA, UK",David Yates,"Adventure, Drama, Fantasy",8.1,"611,697",English,Warner Bros. Pictures,PG-13,15-Jul-11,130 min,Harry Potter and the Deathly Hallows: Part 2,2011,tt1201607
104,104,140000000,tt0458339,370569774,"Chris Evans, Hayley Atwell, Sebastian Stan, Tommy Lee Jones",USA,Joe Johnston,"Action, Adventure, Sci-Fi",6.9,"567,254","English, Norwegian, French",Paramount Pictures,PG-13,22-Jul-11,124 min,Captain America: The First Avenger,2011,tt0458339
105,105,13000000,tt1675434,426480871,"Fran?ois Cluzet, Omar Sy, Anne Le Ny, Audrey Fleurot",France,"Olivier Nakache, Eric Toledano","Biography, Comedy, Drama",8.6,"583,814","French, English",The Weinstein Company,R,2-Nov-11,112 min,The Intouchables,2011,tt1675434
106,106,60000000,tt1598778,137551594,"Gwyneth Paltrow, Tien You Chui, Josie Ho, Daria Strokous","USA, United Arab Emirates",Steven Soderbergh,"Drama, Thriller",6.6,"189,961","English, Mandarin, Cantonese",Warner Bros.,PG-13,9-Sep-11,106 min,Contagion,2011,tt1598778
107,107,200000000,tt1216475,559852396,"Larry the Cable Guy, Owen Wilson, Michael Caine, Emily Mortimer",USA,"John Lasseter, Brad Lewis(co-director)","Animation, Adventure, Comedy",6.2,"116,954","English, Japanese, Italian, French",Walt Disney Pictures/PIXAR,G,24-Jun-11,106 min,Cars 2,2011,tt1216475
108,108,32000000,tt0945513,147332697,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga, Jeffrey Wright","USA, Canada",Duncan Jones,"Mystery, Romance, Sci-Fi",7.5,"417,558",English,Summit Entertainment,PG-13,1-Apr-11,93 min,Source Code,2011,tt0945513
109,109,50000000,tt1650062,260095987,"Joel Courtney, Jessica Tuck, Joel McKinnon Miller, Ryan Lee",USA,J.J. Abrams,"Mystery, Sci-Fi, Thriller",7,"304,462",English,Paramount Pictures,PG-13,10-Jun-11,112 min,Super 8,2011,tt1650062
110,110,90000000,tt1568346,232617430,"Daniel Craig, Rooney Mara, Christopher Plummer, Stellan Skarsg?rd","USA, Sweden, Norway",David Fincher,"Crime, Drama, Mystery",7.8,"358,351",English,Sony Pictures,R,21-Dec-11,158 min,The Girl with the Dragon Tattoo,2011,tt1568346
111,111,200000000,tt1133985,219851172,"Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong",USA,Martin Campbell,"Action, Adventure, Sci-Fi",5.6,"236,424",English,Warner Bros. Pictures,PG-13,17-Jun-11,114 min,Green Lantern,2011,tt1133985
112,112,125000000,tt1515091,334615000,"Robert Downey Jr., Jude Law, Noomi Rapace, Rachel McAdams",USA,Guy Ritchie,"Action, Adventure, Crime",7.5,"366,983","English, French, Italian, German, Romany",Warner Bros. Pictures,PG-13,16-Dec-11,129 min,Sherlock Holmes: A Game of Shadows,2011,tt1515091
113,113,50000000,tt1210166,110206216,"Brad Pitt, Jonah Hill, Philip Seymour Hoffman, Robin Wright",USA,Bennett Miller,"Biography, Drama, Sport",7.6,"303,772",English,Sony Pictures,PG-13,23-Sep-11,133 min,Moneyball,2011,tt1210166
114,114,82000000,tt0978764,89792502,"Emily Browning, Abbie Cornish, Jena Malone, Vanessa Hudgens","USA, Canada",Zack Snyder,"Action, Fantasy",6.1,"208,574","English, German",IMAX,PG-13,25-Mar-11,110 min,Sucker Punch,2011,tt0978764
115,115,80000000,tt1411697,254455986,"Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha",USA,Todd Phillips,"Comedy, Mystery",6.5,"403,289","English, Thai",Warner Bros. Pictures,R,26-May-11,102 min,The Hangover Part II,2011,tt1411697
116,116,40000000,tt1637688,173930596,"Justin Timberlake, Olivia Wilde, Shyloh Oostwald, Johnny Galecki",USA,Andrew Niccol,"Action, Sci-Fi, Thriller",6.7,"325,870",English,20th Century Fox,PG-13,28-Oct-11,109 min,In Time,2011,tt1637688
117,117,220000000,tt0848228,1519557910,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth",USA,Joss Whedon,"Action, Adventure, Sci-Fi",8.1,"1,069,416","English, Russian, Hindi",Walt Disney Pictures,PG-13,4-May-12,143 min,The Avengers,2012,tt0848228
118,118,250000000,tt1345836,1084939099,"Christian Bale, Gary Oldman, Tom Hardy, Joseph Gordon-Levitt","UK, USA",Christopher Nolan,"Action, Thriller",8.4,"1,257,286","English, Arabic",Warner Bros. Pictures,PG-13,20-Jul-12,164 min,The Dark Knight Rises,2012,tt1345836
119,119,215000000,tt0948470,752215857,"Andrew Garfield, Emma Stone, Rhys Ifans, Denis Leary",USA,Marc Webb,"Action, Adventure",7,"486,344",English,Sony Pictures,PG-13,3-Jul-12,136 min,The Amazing Spider-Man,2012,tt0948470
120,120,250000000,tt0903624,1021103568,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott","USA, New Zealand",Peter Jackson,"Adventure, Family, Fantasy",7.9,"682,819",English,Warner Bros.,PG-13,14-Dec-12,169 min,The Hobbit: An Unexpected Journey,2012,tt0903624
121,121,130000000,tt1446714,403170142,"Noomi Rapace, Michael Fassbender, Charlize Theron, Idris Elba","USA, UK",Ridley Scott,"Adventure, Mystery, Sci-Fi",7,"504,770","English, Scottish Gaelic",20th Century Fox,R,8-Jun-12,124 min,Prometheus,2012,tt1446714
122,122,120000000,tt1673434,829000000,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli",USA,Bill Condon,"Adventure, Drama, Fantasy",5.5,"198,346",English,Lionsgate/Summit Entertainment,PG-13,16-Nov-12,115 min,The Twilight Saga: Breaking Dawn - Part 2,2012,tt1673434
123,123,100000000,tt1853728,425368238,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington",USA,Quentin Tarantino,"Drama, Western",8.4,"1,077,635","English, German, French, Italian",The Weinstein Co.,R,25-Dec-12,165 min,Django Unchained,2012,tt1853728
124,124,185000000,tt1217209,538983207,"Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters",USA,"Mark Andrews, Brenda Chapman, Steve Purcell(co-director)","Animation, Adventure, Comedy",7.2,"303,208",English,Walt Disney Pictures,PG,22-Jun-12,93 min,Brave,2012,tt1217209
125,125,130000000,tt1194173,276572938,"Jeremy Renner, Scott Glenn, Stacy Keach, Edward Norton","USA, Japan",Tony Gilroy,"Action, Adventure, Mystery",6.7,"251,069","English, Russian, Filipino, Ukrainian",Universal Pictures,PG-13,10-Aug-12,135 min,The Bourne Legacy,2012,tt1194173
126,126,200000000,tt1074638,1108561013,"Daniel Craig, Judi Dench, Javier Bardem, Ralph Fiennes","UK, USA",Sam Mendes,"Action, Adventure, Thriller",7.8,"558,532",English,MGM,PG-13,9-Nov-12,143 min,Skyfall,2012,tt1074638
127,127,79000000,tt1397514,355692760,"Dwayne Johnson, Michael Caine, Josh Hutcherson, Luis Guzm?n",USA,Brad Peyton,"Action, Adventure, Comedy",5.8,"74,156",English,New Line Cinema,PG,10-Feb-12,94 min,Journey 2: The Mysterious Island,2012,tt1397514
128,128,225000000,tt1409024,624026776,"Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement",USA,Barry Sonnenfeld,"Action, Adventure, Comedy",6.8,"283,207","English, Ukrainian",Sony Pictures,PG-13,25-May-12,106 min,Men in Black 3,2012,tt1409024
129,129,25000000,tt1524137,63100000,"Robert Wahlberg, Caleb Landry Jones, Jason Mitchell, Paul LeBlanc","USA, UK, France",Baltasar Korm?kur,"Action, Crime, Drama",6.5,"106,127","English, Spanish",Universal Pictures,R,13-Jan-12,109 min,Contraband,2012,tt1524137
130,130,170000000,tt1735898,396600000,"Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin",USA,Rupert Sanders,"Action, Adventure, Drama",6.1,"243,329",English,Universal Pictures,PG-13,1-Jun-12,127 min,Snow White and the Huntsman,2012,tt1735898
131,131,95000000,tt1667889,877244782,"Aziz Ansari, Joy Behar, Christopher Campbell, Alain Chabat",USA,"Steve Martino, Mike Thurmeier","Animation, Adventure, Comedy",6.6,"159,486",English,20th Century Fox,PG,13-Jul-12,88 min,Ice Age: Continental Drift,2012,tt1667889
132,132,50000000,tt1637725,549368315,"Mark Wahlberg, Mila Kunis, Seth MacFarlane, Joel McHale",USA,Seth MacFarlane,"Comedy, Fantasy",7,"504,369","English, Ukrainian",Universal Pictures,R,29-Jun-12,106 min,Ted,2012,tt1637725
133,133,100000000,tt1764651,312573423,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren",USA,Simon West,"Action, Adventure, Thriller",6.6,"261,697",English,Lionsgate,R,17-Aug-12,103 min,The Expendables 2,2012,tt1764651
134,134,85000000,tt0837562,358375603,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James",USA,Genndy Tartakovsky,"Animation, Comedy, Family",7.1,"181,382",English,Sony Pictures,PG,28-Sep-12,91 min,Hotel Transylvania,2012,tt0837562
135,135,70000000,tt1496025,160112671,"Kate Beckinsale, Stephen Rea, Michael Ealy, Theo James","USA, Canada","M?ns M?rlind, Bj?rn Stein","Action, Fantasy, Horror",6.4,"130,055","English, Russian",Screen Gems,R,20-Jan-12,88 min,Underworld Awakening,2012,tt1496025
136,136,120000000,tt0454876,609016565,"Suraj Sharma, Irrfan Khan, Ayush Tandon, Gautam Belur","USA, Taiwan, UK, Canada",Ang Lee,"Adventure, Drama, Fantasy",7.9,"484,041","English, Tamil, French, Japanese, Hindi, Chinese",20th Century Fox,PG,21-Nov-12,127 min,Life of Pi,2012,tt0454876
137,137,170000000,tt1981115,644571402,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Anthony Hopkins",USA,Alan Taylor,"Action, Adventure, Sci-Fi",7,"457,559",English,Walt Disney Pictures,PG-13,8-Nov-13,112 min,Thor: The Dark World,2013,tt1981115
138,138,150000000,tt2294629,1274219009,"Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad",USA,"Chris Buck, Jennifer Lee","Animation, Adventure, Comedy",7.5,"465,927","English, Icelandic",Walt Disney Pictures,PG,27-Nov-13,102 min,Frozen,2013,tt2294629
139,139,250000000,tt1170358,958400000,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott","USA, New Zealand",Peter Jackson,"Adventure, Fantasy",7.9,"525,029",English,Warner Bros.,PG-13,13-Dec-13,161 min,The Hobbit: The Desolation of Smaug,2013,tt1170358
140,140,130000000,tt1951264,847423452,"Jennifer Lawrence, Liam Hemsworth, Jack Quaid, Taylor St. Clair",USA,Francis Lawrence,"Action, Adventure, Mystery",7.6,"536,762",English,Lionsgate Films,PG-13,22-Nov-13,146 min,The Hunger Games: Catching Fire,2013,tt1951264
141,141,76000000,tt1690953,970761885,"Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove","USA, France, Japan","Pierre Coffin, Chris Renaud","Animation, Adventure, Comedy",7.4,"314,582","English, Ukrainian",Universal Pictures,PG,3-Jul-13,98 min,Despicable Me 2,2013,tt1690953
142,142,225000000,tt0770828,662845518,"Henry Cavill, Amy Adams, Michael Shannon, Diane Lane","USA, Canada, UK",Zack Snyder,"Action, Adventure, Fantasy",7.1,"592,964",English,Warner Bros. Pictures,PG-13,14-Jun-13,143 min,Man of Steel,2013,tt0770828
143,143,75000000,tt1670345,117698894,"Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Isla Fisher","USA, France",Louis Leterrier,"Crime, Mystery, Thriller",7.3,"506,822","English, French",Lionsgate Films,PG-13,31-May-13,115 min,Now You See Me,2013,tt1670345
144,144,100000000,tt0993846,392000694,"Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey",USA,Martin Scorsese,"Biography, Comedy, Crime",8.2,"903,619","English, French",Paramount Studios,R,25-Dec-13,180 min,The Wolf of Wall Street,2013,tt0993846
145,145,200000000,tt1300854,1215439994,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Guy Pearce","China, USA",Shane Black,"Action, Adventure, Sci-Fi",7.2,"607,660",English,Walt Disney Pictures,PG-13,3-May-13,130 min,Iron Man 3,2013,tt1300854
146,146,13000000,tt1457767,318000141,"Vera Farmiga, Patrick Wilson, Lili Taylor, Ron Livingston",USA,James Wan,"Horror, Mystery, Thriller",7.5,"343,577","English, Latin",Warner Bros. Pictures,R,19-Jul-13,112 min,The Conjuring,2013,tt1457767
147,147,105000000,tt1454468,716392705,"Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen","UK, USA",Alfonso Cuar?n,"Drama, Sci-Fi, Thriller",7.8,"640,900","English, Greenlandic",Warner Bros. Pictures,PG-13,4-Oct-13,91 min,Gravity,2013,tt1454468
148,148,40000000,tt1800241,251171807,"Christian Bale, Bradley Cooper, Amy Adams, Jeremy Renner",USA,David O. Russell,"Crime, Drama",7.3,"387,346","English, Arabic",Sony Pictures,R,20-Dec-13,138 min,American Hustle,2013,tt1800241
149,149,105000000,tt1343092,351040419,"Lisa Adam, Frank Aldridge, Amitabh Bachchan, Steve Bisley","Australia, USA",Baz Luhrmann,"Drama, Romance",7.3,"395,515",English,Warner Bros. Pictures,PG-13,10-May-13,143 min,The Great Gatsby,2013,tt1343092
150,150,120000000,tt1483013,286168572,"Tom Cruise, Morgan Freeman, Olga Kurylenko, Andrea Riseborough",USA,Joseph Kosinski,"Action, Adventure, Mystery",7,"421,060",English,Universal Pictures,PG-13,19-Apr-13,124 min,Oblivion,2013,tt1483013
151,151,200000000,tt1453405,743559607,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren",USA,Dan Scanlon,"Animation, Adventure, Comedy",7.3,"259,996",English,Walt Disney Pictures,G,21-Jun-13,104 min,Monsters University,2013,tt1453405
152,152,46000000,tt1392214,122126687,"Hugh Jackman, Jake Gyllenhaal, Viola Davis, Maria Bello",USA,Denis Villeneuve,"Crime, Drama, Mystery",8.1,"455,525",English,Warner Bros.,R,20-Sep-13,153 min,Prisoners,2013,tt1392214
153,153,20000000,tt2024544,187000000,"Chiwetel Ejiofor, Dwight Henry, Dickie Gravois, Bryan Batt","USA, UK",Steve McQueen,"Biography, Drama, History",8.1,"507,515",English,Fox Searchlight,R,8-Nov-13,134 min,12 Years a Slave,2013,tt2024544
154,154,165000000,tt2245084,652105443,"Scott Adsit, Ryan Potter, Daniel Henney, T.J. Miller",USA,"Don Hall, Chris Williams","Animation, Action, Adventure",7.8,"322,554",English,Walt Disney Pictures,PG,7-Nov-14,102 min,Big Hero 6,2014,tt2245084
155,155,20000000,tt2911666,88761661,"Keanu Reeves, Michael Nyqvist, Alfie Allen, Willem Dafoe","USA, China","Chad Stahelski, David Leitch","Action, Crime, Thriller",7.3,"356,422","English, Russian, Hungarian",LionsGate Entertainment,R,24-Oct-14,101 min,John Wick,2014,tt2911666
156,156,61000000,tt2267998,369330363,"Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry",USA,David Fincher,"Crime, Drama, Mystery",8.1,"662,801",English,20th Century Fox,R,3-Oct-14,149 min,Gone Girl,2014,tt2267998
157,157,125000000,tt1951265,752100229,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson",USA,Francis Lawrence,"Action, Adventure, Sci-Fi",6.7,"343,298",English,Lionsgate Films,PG-13,21-Nov-14,123 min,The Hunger Games: Mockingjay - Part 1,2014,tt1951265
158,158,170000000,tt2103281,710644566,"Andy Serkis, Jason Clarke, Gary Oldman, Keri Russell","USA, UK, Canada",Matt Reeves,"Action, Adventure, Drama",7.6,"356,527","English, American Sign Language",20th Century Fox,PG-13,11-Jul-14,130 min,Dawn of the Planet of the Apes,2014,tt2103281
159,159,3300000,tt2582802,13092000,"Miles Teller, J.K. Simmons, Paul Reiser, Melissa Benoist",USA,Damien Chazelle,"Drama, Music",8.5,"510,210",English,Sony Pictures Classics,R,15-Oct-14,107 min,Whiplash,2014,tt2582802
160,160,170000000,tt2015381,773328629,"Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel","USA, UK",James Gunn,"Action, Adventure, Sci-Fi",8.1,"797,105",English,Walt Disney Pictures,PG-13,1-Aug-14,121 min,Guardians of the Galaxy,2014,tt2015381
161,161,165000000,tt0816692,675120017,"Ellen Burstyn, Matthew McConaughey, Mackenzie Foy, John Lithgow","USA, UK, Canada, Iceland",Christopher Nolan,"Adventure, Drama, Sci-Fi",8.6,"1,102,530",English,Paramount Pictures,PG-13,7-Nov-14,169 min,Interstellar,2014,tt0816692
162,162,250000000,tt2310332,956019788,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott","New Zealand, USA",Peter Jackson,"Adventure, Fantasy",7.4,"398,637",English,Warner Bros.,PG-13,17-Dec-14,144 min,The Hobbit: The Battle of the Five Armies,2014,tt2310332
163,163,14000000,tt2084970,233555708,"Benedict Cumberbatch, Keira Knightley, Matthew Goode, Rory Kinnear","UK, USA",Morten Tyldum,"Biography, Drama, Thriller",8,"550,190","English, German",The Weinstein Company,PG-13,25-Dec-14,114 min,The Imitation Game,2014,tt2084970
164,164,34000000,tt1790864,348319861,"Dylan O'Brien, Aml Ameen, Ki Hong Lee, Blake Cooper","USA, UK",Wes Ball,"Action, Mystery, Sci-Fi",6.8,"347,542",English,20th Century Fox,PG-13,19-Sep-14,113 min,The Maze Runner,2014,tt1790864
165,165,68000000,tt2713180,211817906,"Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Pe?a","USA, China, UK",David Ayer,"Action, Drama, War",7.6,"343,652","English, German",Sony Pictures,R,17-Oct-14,134 min,Fury,2014,tt2713180
166,166,18000000,tt2562232,103215094,"Michael Keaton, Emma Stone, Kenny Chin, Jamahl Garrison-Lowe",USA,Alejandro Gonz?lez I??rritu,"Comedy, Drama",7.8,"459,388",English,Fox Searchlight,R,14-Nov-14,119 min,Birdman or (The Unexpected Virtue of Ignorance),2014,tt2562232
167,167,125000000,tt1291150,477200000,"Megan Fox, Will Arnett, William Fichtner, Alan Ritchson",USA,Jonathan Liebesman,"Action, Adventure, Comedy",5.8,"182,090","English, Japanese",Paramount Pictures,PG-13,8-Aug-14,101 min,Teenage Mutant Ninja Turtles,2014,tt1291150
168,168,40000000,tt2872732,126546825,"Scarlett Johansson, Morgan Freeman, Min-sik Choi, Amr Waked",France,Luc Besson,"Action, Sci-Fi, Thriller",6.4,"365,272","English, French, Spanish, Korean, Chinese",Universal Pictures,R,25-Jul-14,89 min,Lucy,2014,tt2872732
169,169,180000000,tt1587310,758539785,"Angelina Jolie, Elle Fanning, Sharlto Copley, Lesley Manville",USA,Robert Stromberg,"Action, Adventure, Family",7,"275,443",English,Walt Disney Pictures,PG,30-May-14,97 min,Maleficent,2014,tt1587310
170,170,132000000,tt1911658,373552094,"Tom McGrath, Chris Miller, Christopher Knights, Conrad Vernon",USA,"Eric Darnell, Simon J. Smith","Animation, Adventure, Comedy",6.7,"66,413",English,DreamWorks Animation,PG,26-Nov-14,92 min,Penguins of Madagascar,2014,tt1911658
171,171,210000000,tt2109248,1091405097,"Mark Wahlberg, Stanley Tucci, Kelsey Grammer, Nicola Peltz","USA, China",Michael Bay,"Action, Adventure, Sci-Fi",5.7,"264,043",English,Paramount Pictures,PG-13,27-Jun-14,165 min,Transformers: Age of Extinction,2014,tt2109248
172,172,8500000,tt2872718,38697217,"Jake Gyllenhaal, Michael Papajohn, Marco Rodr?guez, Bill Paxton",USA,Dan Gilroy,"Crime, Drama, Thriller",7.9,"348,717",English,Open Road Films,R,31-Oct-14,118 min,Nightcrawler,2014,tt2872718
173,173,74000000,tt2293640,1156730962,"Sandra Bullock, Jon Hamm, Michael Keaton, Allison Janney",USA,"Kyle Balda, Pierre Coffin","Animation, Action, Adventure",6.4,"170,172","English, Spanish",Universal Pictures,PG,10-Jul-15,91 min,Minions,2015,tt2293640
174,174,155000000,tt1340138,440603537,"Arnold Schwarzenegger, Jason Clarke, Emilia Clarke, Jai Courtney",USA,Alan Taylor,"Action, Adventure, Sci-Fi",6.5,"213,327",English,Paramount Pictures,PG-13,1-Jul-15,126 min,Terminator Genisys,2015,tt1340138
175,175,49000000,tt1823672,104399548,"Sharlto Copley, Dev Patel, Ninja, Yo-Landi Visser","South Africa, USA",Neill Blomkamp,"Action, Crime, Drama",6.9,"195,363",English,Sony Pictures,R,6-Mar-15,120 min,Chappie,2015,tt1823672
